nrow,ncol,intensity
23,3,0.0000000000
23,4,0.0060086986
23,5,0.0099999998
23,6,0.0148167396
23,7,0.0151832579
23,8,0.0155478138
23,9,0.0152427461
23,10,0.0156066148
23,11,0.0159640778
23,12,0.0169140585
23,13,0.0172179285
23,14,0.0199999996
23,15,0.0200000014
23,16,0.0199999996
23,17,0.0200000014
23,18,0.0199999996
23,19,0.0099999998
23,20,0.0099999998
23,21,0.0099999998
23,22,0.0099999998
23,23,0.0100000007
23,24,0.0099999998
23,25,0.0099999998
23,26,0.0099999998
23,27,0.0100000007
23,28,0.0099999998
23,29,0.0099999998
23,30,0.0099999998
23,31,0.0099999998
23,32,0.0100000007
23,33,0.0099999998
23,34,0.0100000007
23,35,0.0099999998
23,36,0.0099999998
23,37,0.0099999998
23,38,0.0099999998
23,39,0.0099999998
24,0,0.0000000000
24,1,0.0000000000
24,2,0.0000000000
24,3,0.0000000000
24,4,0.0000000000
24,5,0.0078968098
24,6,0.0092350896
24,7,0.0159065686
24,8,0.0162559245
24,9,0.0165926646
24,10,0.0169140585
24,11,0.0172179285
24,12,0.0175026860
24,13,0.0177673120
24,14,0.0199999996
24,15,0.0199999996
24,16,0.0199999996
24,17,0.0099999988
24,18,0.0099999988
24,19,0.0099999998
24,20,0.0100000007
24,21,0.0099999998
24,22,0.0099999988
24,23,0.0099999998
24,24,0.0100000007
24,25,0.0099999998
24,26,0.0100000007
24,27,0.0099999998
24,28,0.0099999998
24,29,0.0100000007
24,30,0.0099999998
24,31,0.0099999998
24,32,0.0099999998
24,33,0.0099999998
24,34,0.0099999998
24,35,0.0099999998
24,36,0.0099999998
24,37,0.0099999998
24,38,0.0099999998
24,39,0.0099999998
25,0,0.0000000000
25,1,0.0000000000
25,2,0.0000000000
25,3,0.0000000000
25,4,0.0000000000
25,5,0.0083201043
25,6,0.0099999998
25,7,0.0199999996
25,8,0.0199999996
25,9,0.0172179285
25,10,0.0175026841
25,11,0.0177673120
25,12,0.0199999996
25,13,0.0199999996
25,14,0.0199999996
25,15,0.0199999996
25,16,0.0099999998
25,17,0.0099999998
25,18,0.0100000007
25,19,0.0099999988
25,20,0.0099999988
25,21,0.0099999998
25,22,0.0099999998
25,23,0.0099999998
25,24,0.0099999998
25,25,0.0099999998
25,26,0.0100000007
25,27,0.0099999998
25,28,0.0099999998
25,29,0.0099999998
25,30,0.0099999998
25,31,0.0099999998
25,32,0.0100000007
25,33,0.0099999998
25,34,0.0100000007
25,35,0.0099999998
25,36,0.0099999998
25,37,0.0099999998
25,38,0.0099999998
25,39,0.0099999998
26,0,0.0000000000
26,1,0.0000000000
26,2,0.0000000000
26,3,0.0000000000
26,4,0.0000000000
26,5,0.0000000000
26,6,0.0110238614
26,7,0.0131025780
26,8,0.0199999996
26,9,0.0199999996
26,10,0.0199999996
26,11,0.0199999996
26,12,0.0199999996
26,13,0.0199999996
26,14,0.0199999996
26,15,0.0139913000
26,16,0.0099999998
26,17,0.0099999998
26,18,0.0099999998
26,19,0.0099999988
26,20,0.0099999998
26,21,0.0099999988
26,22,0.0099999998
26,23,0.0099999998
26,24,0.0099999998
26,25,0.0099999998
26,26,0.0099999998
26,27,0.0099999998
26,28,0.0099999998
26,29,0.0099999998
26,30,0.0099999998
26,31,0.0100000007
26,32,0.0099999998
26,33,0.0099999998
26,34,0.0099999998
26,35,0.0099999998
26,36,0.0099999998
26,37,0.0099999998
26,38,0.0099999998
26,39,0.0099999998
27,0,0.0000000000
27,1,0.0000000000
27,2,0.0000000000
27,3,0.0000000000
27,4,0.0000000000
27,5,0.0000000000
27,6,0.0122317104
27,7,0.0143561615
27,8,0.0161402617
27,9,0.0199999996
27,10,0.0199999996
27,11,0.0199999996
27,12,0.0199999996
27,13,0.0199999996
27,14,0.0170169286
27,15,0.0138757704
27,16,0.0120810224
27,17,0.0099999988
27,18,0.0099999998
27,19,0.0099999998
27,20,0.0100000007
27,21,0.0100000007
27,22,0.0099999998
27,23,0.0099999998
27,24,0.0099999998
27,25,0.0099999998
27,26,0.0100000007
27,27,0.0099999998
27,28,0.0100000007
27,29,0.0099999998
27,30,0.0099999998
27,31,0.0099999998
27,32,0.0099999998
27,33,0.0099999998
27,34,0.0099999998
27,35,0.0099999998
27,36,0.0099999998
27,37,0.0099999998
27,38,0.0099999998
27,39,0.0099999998
28,0,0.0000000000
28,1,0.0000000000
28,2,0.0000000000
28,3,0.0000000000
28,4,0.0000000000
28,5,0.0000000000
28,6,0.0000000000
28,7,0.0000000000
28,8,0.0199999996
28,9,0.0199999996
28,10,0.0199999996
28,11,0.0000000000
28,12,0.0199999977
28,13,0.0199999996
28,14,0.0199999996
28,15,0.0144777214
28,16,0.0124880392
28,17,0.0099999988
28,18,0.0099999998
28,19,0.0099999998
28,20,0.0099999988
28,21,0.0099999998
28,22,0.0100000007
28,23,0.0099999998
28,24,0.0099999998
28,25,0.9700000882
28,26,0.0099999998
28,27,0.0099999998
28,28,0.0099999998
28,29,0.0099999998
28,30,0.0099999988
28,31,0.0099999998
28,32,0.0099999998
28,33,0.0099999998
28,34,0.0099999998
28,35,0.0099999998
28,36,0.0099999998
28,37,0.2475614995
28,38,0.2901452482
28,39,0.3370444775
29,0,0.0000000000
29,1,0.0000000000
29,2,0.0000000000
29,3,0.0000000000
29,4,0.0000000000
29,5,0.0000000000
29,6,0.0000000000
29,7,0.0000000000
29,8,0.0199999996
29,9,0.0000000000
29,10,0.0000000000
29,11,0.0000000000
29,12,0.0000000000
29,13,0.0000000000
29,14,0.0199999996
29,15,0.0161856711
29,16,0.0128440419
29,17,0.0099999998
29,18,0.0099999998
29,19,0.0099999998
29,20,0.0099999998
29,21,0.0099999998
29,22,0.0099999988
29,23,0.9700000286
29,24,0.9699999690
29,25,0.9699999690
29,26,0.9699999690
29,27,0.9700000286
29,28,0.0099999998
29,29,0.0099999998
29,30,0.0099999998
29,31,0.0099999998
29,32,0.0099999998
29,33,0.0099999998
29,34,0.0099999998
29,35,0.2217480540
29,36,0.2612496912
29,37,0.3053241372
29,38,1.0000000000
29,39,0.4051387906
30,0,0.0000000000
30,1,0.0000000000
30,2,0.0000000000
30,3,0.0000000000
30,4,0.0000000000
30,5,0.0000000000
30,6,0.0000000000
30,7,0.0000000000
30,8,0.0000000000
30,9,0.0000000000
30,10,0.0000000000
30,11,0.0000000000
30,12,0.0000000000
30,13,0.0000000000
30,14,0.0199999996
30,15,0.0161856711
30,16,0.0138143292
30,17,0.0099999998
30,18,0.0099999998
30,19,0.0099999998
30,20,0.0099999998
30,21,0.0099999998
30,22,0.0099999988
